"day","year","month","date","time","address","district","accident_types","suspect_vehicle","victim_vehicle"
"Wednesday","2018","10","23","8:45","veteran utara","makassar","OC","R2","NOV"
"Tuesday","2018","10","23","10:00","perintis kemerdekaan","tamalanrea","OC","R2","NOV"
"Tuesday","2018","10","24","18:15","tanjung bunga","tamalate","OC","R2","NOV"
"Wednesday","2018","10","24","13:50","barawaja","panakkukang","OC","R2","NOV"
"Wednesday","2018","10","24","18:30","emmy saelan","rappocini","OC","R2","NOV"
"Wednesday","2018","10","24","18:45","toa daeng","manggala","TL","R2","NOV"
"Wednesday","2018","10","23","15:00","pajaiang","biringkanaya","OC","R2","NOV"
"Tuesday","2018","10","16","13:54","tamangapa raya","manggala","TL","R2","R2"
"Tuesday","2018","10","26","9:15","pettarani","panakkukang","TK","TR","R4"
"Friday","2018","10","26","15:30","veteran utara","makassar","TM","R2","NOV"
"Friday","2018","10","27","8:00","pengayoman","panakkukang","TL","R4","R2"
"Saturday","2018","10","25","19:30","tanjung alang","mamajang","TL","R2","NOV"
"Thursday","2018","10","25","21:15","teuku umar raya","tallo","OC","R2","NOV"
"Thursday","2018","10","23","12:00","metro tanjung bunga","mariso","OC","R2","NOV"
"Tuesday","2018","10","26","12:15","urip sumuharjo","makassar","TM","R2","NOV"
"Friday","2018","10","29","7:30","perintis kemerdekaan","tamalanrea","TL","R2","R2"
"Monday","2018","10","27","10:00","sehati","panakkukang","TL","R2","NOV"
"Saturday","2018","10","29","14:30","dahlia","mariso","OC","R2","NOV"
"Monday","2018","10","28","13:00","nuri baru","mariso","TK","R2","B2"
"Sunday","2018","10","28","20:50","veteran utara","bontoala","TK","B2","R2"
"Sunday","2018","10","29","22:00","urip sumuharjo","panakkukang","TK","R4","R2"
"Monday","2018","10","28","20:00","daeng tata raya","tamalate","TL","R4","R2"
"Sunday","2018","10","26","22:30","anggrek raya","panakkukang","OC","R2","NOV"
"Friday","2018","10","30","18:00","abdul kadir","tamalate","TM","R2","NOV"
"Tuesday","2018","10","26","7:30","batua raya","manggala","TK","R4","R4"
"Friday","2018","10","30","17:00","sunu","tallo","OC","R2","NOV"
"Tuesday","2018","10","30","10:50","sungai saddang baru","makassar","TM","R2","NOV"
"Tuesday","2018","10","31","7:50","insinyur sutami","tamalanrea","TK","TR","R2"
"Wednesday","2018","10","30","12:30","pajaiang","biringkanaya","TK","R2","R2"
"Tuesday","2018","10","31","16:00","abdullah daeng sirua","panakkukang","T","R2","NOV"
"Wednesday","2018","10","31","11:30","metro tanjung bunga","tamalate","TK","R4","R2"
"Wednesday","2018","11","1","7:30","mesjid raya","bontoala","TL","R2","R2"
"Thursday","2018","11","1","7:15","sultan alauddin","rappocini","TB","R4","R2"
"Thursday","2018","11","2","3:50","pettarani","panakkukang","TK","R2","R4"
"Friday","2018","10","31","15:00","pettarani","panakkukang","TK","R2","R4"
"Wednesday","2018","11","1","21:55","aroepala","rappocini","TL","R4","R2"
"Thursday","2018","10","31","19:30","paccerakkang","biringkanaya","TK","R2","R4"
"Wednesday","2018","11","1","15:50","dg. ngawing","rappocini","OC","R4","NOV"
"Thursday","2018","11","3","10:30","andi mappaodang","tamalate","TL","R2","R2"
"Saturday","2018","11","2","12:30","pajaiang","biringkanaya","TK","R4","R2"
"Friday","2018","11","3","19:00","perintis kemerdekaan","tamalanrea","TK","R2","R4"
"Saturday","2018","11","4","8:00","andi djemma","rappocini","TL","R2","NOV"
"Sunday","2018","11","3","13:30","metro tanjung bunga","tamalate","TL","R2","R2"
"Saturday","2018","11","2","6:30","perintis kemerdekaan","biringkanaya","TK","R2","R2"
"Friday","2018","11","1","14:00","urip sumuharjo","panakkukang","TM","R2","NOV"
"Thursday","2018","11","4","16:00","toddopuli","panakkukang","TL","R2","R2"
"Sunday","2018","11","5","16:00","urip sumuharjo","panakkukang","TL","R2","R2"
"Monday","2018","11","4","21:00","teuku umar raya","tallo","TK","TR","Rro"
"Sunday","2018","11","4","9:00","lanto daeng pasewang","mamajang","TL","R4","R2"
"Sunday","2018","11","4","20:00","pettarani","panakkukang","TL","R2","R2"
"Sunday","2018","11","4","19:15","pengayoman","panakkukang","TK","R4","R4"
"Sunday","2018","11","4","23:30","tamalate i","rappocini","TK","R2","R4"
"Sunday","2018","11","1","7:15","dr. leimena","panakkukang","TK","R2","R4"
"Thursday","2018","11","5","13:00","andi djemma","rappocini","TK","R4","R2"
"Monday","2018","11","6","18:50","toddopuli raya timur","panakkukang","TL","R2","R2"
"Tuesday","2018","11","6","23:50","karunrung","ujung pandang","TK","R2","R4"
"Tuesday","2018","11","5","10:00","lanto daeng pasewang","mamajang","TL","R4","R4"
"Monday","2018","11","5","17:00","tahir","tamalate","TM","R2","NOV"
"Monday","2018","11","7","3:00","inpeksi","manggala","TM","R2","NOV"
"Wednesday","2018","11","8","3:30","jipang raya","rappocini","OC","R2","NOV"
"Thursday","2018","11","4","22:00","bandang","bontoala","TL","R4","R2"
"Sunday","2018","11","8","9:00","nuri baru","mariso","TL","R2","R2"
"Thursday","2018","11","9","22:45","sultan alauddin","tamalate","TM","R2","NOV"
"Friday","2018","11","9","23:00","insinyur sutami","tamalanrea","OC","R2","NOV"
"Friday","2018","11","1","18:30","batua raya","panakkukang","TL","R2","R2"
"Thursday","2018","11","10","10:00","veteran selatan","mamajang","TK","R2","R2"
"Saturday","2018","11","11","9:00","tanggul patompo","tamalate","TK","R4","R2"
"Sunday","2018","11","5","8:15","cendrawasih","mariso","TK","R2","R2"
"Monday","2018","11","10","13:30","ade irma","tallo","TL","R2","R2"
"Saturday","2018","11","4","0:30","metro tanjung bunga","tamalate","TK","R4","R2"
"Sunday","2018","11","11","7:00","daeng ngeppe","tamalate","TK","R2","R4"
"Sunday","2018","11","10","3:30","arief rate","ujung pandang","TK","R2","R2"
"Saturday","2018","11","9","10:00","veteran utara","makassar","TL","R2","NOV"
"Friday","2018","11","9","12:30","andi mappaodang","tamalate","TL","R2","R2"
"Friday","2018","11","11","22:00","kapasa raya","tamalanrea","TL","R2","R2"
"Sunday","2018","11","12","10:30","pajaiang","biringkanaya","TK","R2","R2"
"Monday","2018","11","13","20:30","insinyur sutami","biringkanaya","TK","TR","TR"
"Tuesday","2018","11","13","5:30","pengayoman","panakkukang","TK","R2","R2"
"Tuesday","2018","11","12","8:05","daeng regge","tallo","TK","R4","TR"
"Monday","2018","10","26","12:45","sam ratulangi","mamajang","TM","R2","NOV"
"Friday","2018","11","13","15:30","sam ratulangi","mamajang","TL","R2","NOV"
"Tuesday","2018","11","13","19:00","perintis kemerdekaan","tamalanrea","TL","R2","NOV"
"Tuesday","2018","11","10","10:30","perintis kemerdekaan","tamalanrea","TK","R2","R4"
"Saturday","2018","11","13","21:15","perintis kemerdekaan","tamalanrea","TL","R4","R2"
"Tuesday","2018","11","12","17:00","gunung tinggimae","ujung pandang","TL","R2","NOV"
"Monday","2018","11","13","15:30","andi mappanyukki","mariso","TM","R2","NOV"
"Tuesday","2018","11","8","18:45","jenderal sudirman","ujung pandang","TL","R4","R2"
"Thursday","2018","11","14","15:25","abdullah daeng sirua","panakkukang","TK","R2","R4"
"Wednesday","2018","11","14","21:15","veteran utara","makassar","TL","R4","R4"
"Wednesday","2018","11","13","14:30","maccini raya","panakkukang","TM","R2","NOV"
"Tuesday","2018","11","14","22:15","metro tanjung bunga","tamalate","TK","R4","R4"
"Wednesday","2018","11","13","22:30","boulevard","panakkukang","TK","R4","R4"
"Tuesday","2018","11","11","2:00","perintis kemerdekaan","tamalanrea","TL","R2","R2"
"Sunday","2018","11","15","18:00","dr. sutomo","ujung pandang","OC","R2","NOV"
"Thursday","2018","11","12","16:00","mappaodang","tamalate","TM","R2","NOV"
"Monday","2018","11","16","1:30","insinyur sutami","tallo","TK","R2","R2"
"Friday","2018","11","15","12:00","perintis kemerdekaan","tamalanrea","TM","R4","NOV"
"Thursday","2018","11","16","3:30","insinyur sutami","biringkanaya","TM","TR","NOV"
"Friday","2018","11","15","15:45","dr. sutomo","ujung pandang","OC","R2","NOV"
"Thursday","2018","11","15","12:30","perumnas antang","manggala","TK","R4","R2"
"Thursday","2018","11","16","2:30","cendrawasih","mariso","TL","R2","NOV"
"Friday","2018","11","17","21:00","gunung bawakaraeng","bontoala","TL","R2","NOV"
"Saturday","2018","11","17","14:40","perintis kemerdekaan","tamalanrea","TB","R2","R2"
"Saturday","2018","11","17","10:00","paccerakkang","biringkanaya","TK","TR","R4"
"Saturday","2018","11","17","6:30","gunung salahutu","makassar","TL","R4","R2"
"Saturday","2018","11","19","21:15","urip sumuharjo","panakkukang","TK","R2","R2"
"Monday","2018","11","19","19:00","amanagapa","ujung pandang","TL","R2","R2"
"Monday","2018","11","20","13:00","cendrawasih","mamajang","TL","R2","R2"
"Tuesday","2018","11","20","1:15","veteran utara","makassar","OC","R2","NOV"
"Tuesday","2018","10","21","14:50","tamalanrea raya","tamalanrea","TB","TR","R4"
"Sunday","2018","11","21","7:45","paccinang raya","panakkukang","TL","R4","NOV"
"Wednesday","2018","11","21","17:00","perintis kemerdekaan","tamalanrea","TM","R2","NOV"
"Wednesday","2018","11","22","21:45","rappocini raya","rappocini","TK","R2","R2"
"Thursday","2018","11","16","15:00","veteran utara","makassar","TL","R2","R2"
"Friday","2018","11","19","11:00","perintis kemerdekaan","tamalanrea","OC","R2","NOV"
"Monday","2018","11","19","20:30","perintis kemerdekaan","tamalanrea","TL","R4","R4"
"Monday","2018","11","21","7:00","yusuf dg. ngawing","rappocini","TL","R4","R2"
"Wednesday","2018","11","22","6:00","karunrung raya","ujung pandang","TK","R2","R4"
"Thursday","2018","11","21","21:00","daeng ngeppe","tamalate","TM","R2","NOV"
"Wednesday","2018","11","22","10:30","pettarani","rappocini","TL","B2","R2"
"Thursday","2018","11","20","19:30","sam ratulangi","mamajang","TM","R2","NOV"
"Tuesday","2018","11","20","17:00","sungai pareman","makassar","TL","R2","NOV"
"Tuesday","2018","11","21","20:00","perjanjian bungaya","tamalate","TL","R2","R2"
"Wednesday","2018","11","22","7:30","perintis kemerdekaan","tamalanrea","TM","R2","NOV"
"Thursday","2018","11","22","7:00","perintis kemerdekaan","tamalanrea","TL","R2","R2"
"Thursday","2018","11","22","22:20","kapasa raya","biringkanaya","TL","R2","R2"
"Thursday","2018","11","23","7:00","insinyur sutami","tamalanrea","TK","TR","TR"
"Friday","2018","11","23","13:00","tidung mariolo","rappocini","TL","R2","NOV"
"Friday","2018","11","23","2:00","cendrawasih","mariso","TM","R2","NOV"
"Friday","2018","11","19","13:00","gunung bulusaraung","ujung pandang","TM","R4","NOV"
"Monday","2018","11","24","7:00","insinyur sutami","tamalanrea","T","R2","NOV"
"Saturday","2018","11","24","16:30","urip sumuharjo","panakkukang","TK","M","R4"
"Saturday","2018","11","26","23:00","perintis kemerdekaan","biringkanaya","TK","R4","R2"
"Monday","2018","11","25","15:00","urip sumuharjo","panakkukang","TL","R2","R4"
"Sunday","2018","11","24","23:00","urip sumuharjo","panakkukang","TK","R4","R2"
"Saturday","2018","11","27","14:30","pettarani","rappocini","TL","R2","R2"
"Tuesday","2018","11","27","10:00","raya kampus unhas","tamalanrea","TL","R4","R2"
"Tuesday","2018","11","27","9:00","gunung latimojong","makassar","TK","R4","R2"
"Tuesday","2018","11","27","13:00","kapasa raya","biringkanaya","TK","R2","R2"
"Tuesday","2018","11","26","6:00","veteran utara","makassar","OC","R2","NOV"
"Monday","2018","11","28","9:00","amirullah","mamajang","OC","R2","NOV"
"Wednesday","2018","11","28","2:00","veteran selatan","mamajang","TK","R2","R2"
"Wednesday","2018","11","28","21:00","metro tanjung bunga","tamalate","T","R2","NOV"
"Wednesday","2018","11","29","6:40","pintu bandar udara internasional sultan hasanuddin","biringkanaya","TK","TR","R2"
"Thursday","2018","11","25","23:00","ketilang","mariso","TK","R2","R2"
"Sunday","2018","11","28","8:50","pajukukang","tamalate","TK","R2","R4"
"Wednesday","2018","11","29","20:00","chairil anwar","ujung pandang","TL","R4","R2"
"Thursday","2018","11","27","21:20","kandea","bontoala","TL","R2","NOV"
"Tuesday","2018","11","29","17:00","mapala","rappocini","TL","R4","R2"
"Thursday","2018","11","29","19:00","letjen hertasning","rappocini","TL","R4","R2"
"Thursday","2018","11","30","5:00","thamrin","ujung pandang","TL","R4","R4"
"Friday","2018","12","1","13:40","mapala","rappocini","TK","R2","B2"
"Saturday","2018","12","2","10:30","aroepala","rappocini","TK","R4","R2"
"Sunday","2018","12","2","18:30","pannampu","tallo","TL","R4","R2"
"Sunday","2018","12","3","11:45","teuku umar raya","tallo","TB","R2","R2"
"Monday","2018","11","28","20:30","galangan kapal","tallo","TK","R2","R2"
"Wednesday","2018","12","3","14:30","borong raya","manggala","TL","R4","R2"
"Monday","2018","12","3","20:15","insinyur sutami","biringkanaya","TL","R2","R2"
"Monday","2018","12","3","6:10","alauddin","tamalate","TB","R4","R2"
"Monday","2018","11","23","22:00","urip sumuharjo","panakkukang","TK","R2","R2"
"Friday","2018","12","4","15:30","bung","tamalanrea","OC","R2","NOV"
"Tuesday","2018","12","1","20:00","urip sumuharjo","panakkukang","TK","R4","R2"
"Saturday","2018","12","4","12:51","urip sumuharjo","panakkukang","TK","R4","R4"
"Tuesday","2018","12","4","12:30","andi djemma","rappocini","TL","R4","R4"
"Tuesday","2018","11","24","21:00","perintis kemerdekaan","biringkanaya","TK","R4","R4"
"Saturday","2018","11","25","10:00","gunung merapi","ujung pandang","OC","R2","NOV"
"Sunday","2018","12","3","6:00","mapala","rappocini","TK","R2","R2"
"Monday","2018","12","7","7:00","kapasa raya","tamalanrea","OC","R2","NOV"
"Friday","2018","12","5","11:30","perintis kemerdekaan","biringkanaya","TL","R4","R2"
"Wednesday","2018","12","6","21:00","abdullah daeng sirua","panakkukang","TK","R2","R4"
"Thursday","2018","12","7","20:00","urip sumuharjo","panakkukang","TK","R2","R4"
"Friday","2018","12","7","16:00","urip sumuharjo","panakkukang","TK","R2","R2"
"Friday","2018","12","4","20:30","toddopuli 10","manggala","TK","R4","R2"
"Tuesday","2018","12","9","1:00","gontang raya","tamalate","OC","R2","NOV"
"Sunday","2018","12","7","10:00","pettarani","panakkukang","TK","R2","R4"
"Friday","2018","12","1","19:00","daeng tata raya","tamalate","TM","R2","NOV"
"Saturday","2018","12","9","15:30","kangkung","bontoala","T","R2","NOV"
"Sunday","2018","12","9","21:25","bandang","bontoala","TK","R2","R2"
"Sunday","2018","12","8","14:30","lasinrang","ujung pandang","TK","R4","R4"
"Saturday","2018","12","9","15:30","insinyur sutami","biringkanaya","TK","R4","M"
"Sunday","2018","12","7","11:25","paccerakkang","biringkanaya","OC","R2","NOV"
"Friday","2018","12","6","7:30","perintis kemerdekaan","biringkanaya","TL","R2","R2"
"Thursday","2018","12","10","6:30","villa mutiara","biringkanaya","TK","R4","R2"
"Monday","2018","12","6","16:30","metro tanjung bunga","tamalate","TK","R2","R4"
"Thursday","2018","12","9","22:30","antang raya","manggala","TL","R2","R2"
"Sunday","2018","12","3","12:00","toddopuli raya","panakkukang","TK","R2","R2"
"Monday","2018","12","11","1:00","cendrawasih","mariso","TL","R4","NOV"
"Tuesday","2018","12","12","6:45","cendrawasih","mariso","OC","R2","NOV"
"Wednesday","2018","12","11","8:15","bandang","bontoala","OC","M","NOV"
"Tuesday","2018","12","4","19:15","ance daeng ngoyo","panakkukang","TK","R2","R2"
"Tuesday","2018","12","11","11:00","sultan alauddin","rappocini","TL","R2","NOV"
"Tuesday","2018","12","12","23:00","paccerakkang","biringkanaya","TK","R4","R2"
"Wednesday","2018","12","12","7:54","perintis kemerdekaan","biringkanaya","OC","R2","NOV"
"Wednesday","2018","12","10","15:00","tamangapa raya","manggala","TK","R2","R2"
"Monday","2018","12","12","15:30","pettarani","rappocini","TK","R2","R2"
"Wednesday","2018","12","12","17:20","metro tanjung bunga","tamalate","TL","R2","R2"
"Wednesday","2018","12","13","22:35","sam ratulangi","mamajang","TL","R4","R2"
"Thursday","2018","12","14","12:30","rajawali","mariso","TK","R2","R2"
"Friday","2018","12","14","15:00","teuku umar raya","tallo","TK","R2","TR"
"Friday","2018","12","8","5:00","urip sumuharjo","panakkukang","TK","R2","R4"
"Saturday","2018","12","15","4:15","urip sumuharjo","panakkukang","TL","R4","R2"
"Saturday","2018","12","14","21:00","gunung bulusaraung","bontoala","TK","R4","TR"
"Friday","2018","12","13","15:00","perintis kemerdekaan","tamalanrea","TK","TR","R2"
"Thursday","2018","12","16","6:30","taman makam pahlawan","panakkukang","TK","R4","TR"
"Sunday","2018","12","15","20:00","sam ratulangi","mamajang","TK","R2","R4"
"Saturday","2018","12","14","17:20","perintis kemerdekaan","tamalanrea","TM","R2","NOV"
"Friday","2018","12","14","8:00","rusunawa","mariso","TL","R2","NOV"
"Friday","2018","12","14","13:00","langgau","tallo","TK","R4","R2"
"Friday","2018","12","15","11:35","urip sumuharjo","bontoala","TK","R2","R2"
"Saturday","2018","12","15","16:30","andalas","bontoala","TL","R4","R2"
"Saturday","2018","12","16","4:30","insinyur sutami","biringkanaya","TK","R2","R2"
"Sunday","2018","12","15","17:30","perintis kemerdekaan","biringkanaya","TK","R4","R4"
"Saturday","2018","12","15","13:30","pettarani","rappocini","TK","R4","R4"
"Saturday","2018","12","15","14:30","pettarani","rappocini","TK","R4","R4"
"Saturday","2018","12","18","0:40","letjen hertasning","rappocini","TK","R4","R4"
"Tuesday","2018","12","17","16:00","perintis kemerdekaan","biringkanaya","TB","R2","R2"
"Monday","2018","12","17","19:00","pajaiang","biringkanaya","OC","R2","NOV"
"Monday","2018","12","18","20:30","pettarani","rappocini","TL","R4","R2"
"Tuesday","2018","12","19","8:30","gatot subroto","tallo","TK","TR","R2"
"Wednesday","2018","12","17","10:00","andi djemma","rappocini","TL","R4","R2"
"Monday","2018","12","18","6:00","pettarani","rappocini","TL","R2","R2"
"Tuesday","2018","12","18","10:30","antang raya","manggala","OC","R2","NOV"
"Tuesday","2018","12","19","15:30","pongtiku","bontoala","OC","R2","NOV"
"Wednesday","2018","12","20","20:00","kima iii","biringkanaya","TK","TR","TR"
"Thursday","2018","12","20","11:00","inspeksi pam","manggala","TL","R2","NOV"
"Thursday","2018","12","20","14:00","rappocini raya","rappocini","TK","TR","R4"
"Thursday","2018","12","20","14:30","pongtiku","bontoala","TL","R4","R2"
"Thursday","2018","12","20","9:20","sungai saddang","ujung pandang","OC","R2","NOV"
"Thursday","2018","12","20","9:00","garuda","mariso","TL","R2","R2"
"Thursday","2018","12","19","6:00","tamangapa raya","manggala","TK","R2","R2"
"Wednesday","2018","12","19","10:30","tamangapa raya","makassar","OC","R2","NOV"
"Wednesday","2018","12","20","2:30","gunung bulusaraung","ujung pandang","TL","R4","R2"
